City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Alice Springs,AU,-23.7,133.8833,56.75,67,40,4.61,scattered clouds
349,Coihueco,CL,-36.6167,-71.8333,57.94,58,0,12.66,clear sky
350,Huarmey,PE,-10.0681,-78.1522,70.59,76,21,8.52,few clouds
351,Kresttsy,RU,58.2452,32.5165,42.26,73,92,3.91,overcast clouds
352,Imbituba,BR,-28.24,-48.6703,68.86,80,46,7.45,scattered clouds
353,Hasaki,JP,35.7333,140.8333,52.29,80,100,21.81,overcast clouds
354,Kisangani,CD,0.5167,25.2,77.74,75,99,3.29,overcast clouds
355,Coihaique,CL,-45.5752,-72.0662,54.21,71,75,0.0,broken clouds
356,Robertson,US,36.5167,-86.8667,75.54,50,0,11.5,clear sky
357,Vadso,NO,70.0744,29.7487,29.28,68,0,6.91,clear sky
358,Baruun-Urt,MN,46.6806,113.2792,49.75,53,45,6.02,scattered clouds
359,Yar-Sale,RU,66.8333,70.8333,12.97,89,27,7.2,scattered clouds
360,Kudahuvadhoo,MV,2.6708,72.8944,86.11,74,78,17.94,broken clouds
361,Kavaratti,IN,10.5669,72.642,85.01,71,24,10.11,few clouds
362,Mount Gambier,AU,-37.8333,140.7667,58.91,94,100,9.22,overcast clouds
363,Key West,US,24.5557,-81.7826,89.6,59,0,13.8,clear sky
364,Luau,AO,-10.7073,22.2247,68.25,61,24,2.13,few clouds
365,Awbari,LY,26.5921,12.7805,81.61,18,0,22.53,clear sky
366,Luanda,AO,-8.8368,13.2343,80.6,83,20,10.36,few clouds
367,Maniitsoq,GL,65.4167,-52.9,29.79,66,20,10.07,few clouds
368,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,3.44,light rain
369,Severo-Kurilsk,RU,50.6789,156.125,33.26,86,75,11.16,broken clouds
370,Sakakah,SA,29.9697,40.2064,81.97,21,0,12.28,clear sky
371,Ostersund,SE,63.1792,14.6357,46.62,61,0,7.0,clear sky
372,Klyuchi,RU,52.2667,79.1667,66.81,56,100,13.78,light rain
373,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,81,100,2.3,light rain
374,Monrovia,LR,6.3005,-10.7969,84.02,70,91,5.17,overcast clouds
375,Acarau,BR,-2.8856,-40.12,85.15,69,71,11.61,broken clouds
376,Sola,VU,-13.8833,167.55,81.75,71,100,2.08,overcast clouds
377,Morecambe,GB,54.0684,-2.8611,57.79,93,100,1.99,overcast clouds
378,Kyshtovka,RU,56.555,76.6271,38.79,75,100,10.85,overcast clouds
379,Chimore,BO,-16.9833,-65.1333,85.21,57,41,3.74,scattered clouds
380,Lagoa,PT,39.05,-27.9833,61.97,76,24,1.74,few clouds
381,Derzhavinsk,KZ,51.1,66.3167,54.36,58,92,12.73,overcast clouds
382,Cortez,US,37.3489,-108.5859,68.76,13,0,20.71,clear sky
383,Menongue,AO,-14.6585,17.691,65.75,57,17,4.03,few clouds
384,Srednekolymsk,RU,67.45,153.6833,26.73,97,100,1.7,overcast clouds
385,Apatzingan,MX,19.0833,-102.35,91.89,22,93,2.84,overcast clouds
386,Nioro,GM,13.35,-15.75,105.87,9,27,6.64,scattered clouds
387,Evensk,RU,61.95,159.2333,19.81,84,24,6.38,few clouds
388,Ati,TD,13.2154,18.3353,101.16,16,57,7.87,broken clouds
389,Vardo,NO,70.3705,31.1107,21.18,79,40,6.91,scattered clouds
390,Izhma,RU,65.0083,53.9113,26.24,89,97,3.2,overcast clouds
391,Banda Aceh,ID,5.5577,95.3222,81.03,80,97,14.61,overcast clouds
392,Gotsu,JP,35.0,132.2167,47.73,59,66,7.96,broken clouds
393,Tiarei,PF,-17.5333,-149.3333,77.02,74,74,7.58,broken clouds
394,Kamoke,PK,31.9744,74.2244,90.64,18,0,10.27,clear sky
395,The Valley,AI,18.217,-63.0578,83.1,83,40,13.8,scattered clouds
396,Borovoy,RU,55.4333,86.0833,47.48,66,0,11.18,clear sky
397,Rimouski,CA,48.4488,-68.524,44.78,78,82,11.01,broken clouds
398,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,0,3.44,clear sky
399,Kirensk,RU,57.7853,108.1119,33.78,95,99,5.35,overcast clouds
400,Dicabisagan,PH,17.0818,122.4157,78.46,87,66,3.67,broken clouds
401,Kununurra,AU,-15.7667,128.7333,85.98,35,9,10.36,clear sky
402,Urengoy,RU,65.9667,78.3667,26.53,97,100,3.11,light snow
403,Dudinka,RU,69.4058,86.1778,20.62,94,100,13.47,light snow
404,Tingi,TZ,-11.3,35.0333,62.67,94,83,2.3,light rain
405,Concarneau,FR,47.875,-3.9225,61.59,70,99,4.05,overcast clouds
406,Puerto Carreno,CO,6.189,-67.4859,87.78,62,20,9.22,few clouds
407,Dukat,RU,62.55,155.55,12.94,99,43,6.04,scattered clouds
408,Naqadeh,IR,36.9553,45.388,53.85,78,100,2.28,overcast clouds
409,Aykhal,RU,66.0,111.5,3.18,90,16,6.6,few clouds
410,Saint Anthony,US,45.0205,-93.218,47.66,89,100,12.66,overcast clouds
411,Xiuyan,CN,40.2928,123.2744,42.33,32,1,4.18,clear sky
412,Bakel,SN,14.905,-12.4568,107.46,8,14,7.94,few clouds
413,Sioux Lookout,CA,50.1001,-91.917,39.27,93,100,6.91,overcast clouds
414,Gizo,SB,-8.103,156.8419,81.72,76,100,6.26,overcast clouds
415,Chauk,MM,20.8833,94.8167,89.85,50,10,9.22,clear sky
416,Krugersdorp,ZA,-26.0858,27.7752,60.22,72,0,1.45,clear sky
417,Monterey,US,36.2505,-121.2516,62.19,43,3,7.23,clear sky
418,Balkanabat,TM,39.5108,54.3671,67.46,62,91,9.04,overcast clouds
419,Wilmington,US,34.2257,-77.9447,82.99,50,40,11.5,scattered clouds
420,Ratnagiri,IN,16.9833,73.3,82.6,79,0,6.29,clear sky
421,Airai,TL,-8.9266,125.4092,59.22,89,64,3.51,broken clouds
422,Herat,AF,34.5,62.0,68.13,48,97,15.05,overcast clouds
423,Whyalla,AU,-33.0333,137.5833,48.09,93,0,4.61,clear sky
424,Necochea,AR,-38.5473,-58.7368,53.8,65,95,12.86,overcast clouds
425,Ilulissat,GL,69.2167,-51.1,24.82,46,0,4.61,clear sky
426,Christchurch,NZ,-43.5333,172.6333,62.33,80,20,4.61,light rain
427,Vostok,RU,46.4856,135.8833,28.49,88,100,2.55,overcast clouds
428,Manjakandriana,MG,-18.9167,47.8,64.09,85,73,0.56,broken clouds
429,Iqaluit,CA,63.7506,-68.5145,26.33,73,75,5.75,broken clouds
430,Cururupu,BR,-1.8283,-44.8683,84.02,75,42,4.45,moderate rain
431,Pangnirtung,CA,66.1451,-65.7125,26.6,80,100,2.3,light snow
432,Ostrow Wielkopolski,PL,51.655,17.8069,59.68,52,79,2.59,broken clouds
433,Orthez,FR,43.4884,-0.7724,67.08,68,96,10.58,overcast clouds
434,Masuguru,TZ,-11.3667,38.4167,73.81,74,21,4.25,few clouds
435,Caravelas,BR,-17.7125,-39.2481,83.14,58,0,8.21,clear sky
436,Ola,RU,59.5833,151.2833,31.48,81,9,1.88,clear sky
437,Vila Do Maio,CV,15.1333,-23.2167,83.19,76,0,17.6,clear sky
438,Qorveh,IR,35.1664,47.8045,48.52,74,93,2.98,light rain
439,Lago Da Pedra,BR,-4.3333,-45.1667,83.25,81,40,4.12,scattered clouds
440,Muros,ES,42.7762,-9.0603,65.84,55,7,16.49,clear sky
441,Lakselv,NO,70.0513,24.9718,33.62,69,0,8.05,clear sky
442,Uvalde,US,29.3669,-99.767,79.32,79,100,13.8,overcast clouds
443,Olinda,BR,-8.0089,-34.8553,82.13,83,75,6.91,broken clouds
444,Manokwari,ID,-0.8667,134.0833,78.06,83,97,4.54,light rain
445,Dingle,PH,10.9995,122.6711,77.2,81,97,5.73,overcast clouds
446,Monte Azul,BR,-15.155,-42.8747,90.48,25,4,5.55,clear sky
447,Veraval,IN,20.9,70.3667,83.43,88,0,11.36,clear sky
448,Labuhan,ID,-6.8844,112.2051,79.61,88,92,8.72,overcast clouds
449,Evanston,US,42.0411,-87.6901,52.18,76,100,18.41,overcast clouds
450,Cap Malheureux,MU,-19.9842,57.6142,75.47,81,6,3.0,clear sky
451,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,87.28,60,14,3.36,few clouds
452,Dmitriyevskaya,RU,45.6564,40.7653,49.86,92,100,12.03,light rain
453,Half Moon Bay,US,37.4636,-122.4286,65.44,60,0,3.44,clear sky
454,Velur,IN,12.9333,79.1333,87.55,65,95,9.93,overcast clouds
455,Nizhniy Kuranakh,RU,58.8353,125.4869,32.79,83,100,4.56,overcast clouds
456,Ust-Nera,RU,64.5667,143.2,21.33,97,85,4.79,overcast clouds
457,Bereda,ES,43.2686,-7.5406,61.41,81,45,5.97,scattered clouds
458,De-Kastri,RU,51.4667,140.7833,25.86,98,31,1.52,scattered clouds
459,Zhuhai,CN,22.2769,113.5678,65.91,88,40,20.71,light intensity shower rain
460,Zaysan,KZ,47.4667,84.8667,63.43,17,32,8.77,scattered clouds
461,At-Bashi,KG,41.1702,75.8106,53.62,37,90,8.75,overcast clouds
462,Port Huron,US,42.9709,-82.4249,58.53,76,100,14.0,overcast clouds
463,Hazebrouck,FR,50.7237,2.5373,60.91,75,99,8.43,overcast clouds
464,Nenjiang,CN,49.1833,125.2167,39.06,68,29,4.05,scattered clouds
465,Papagaios,BR,-19.4492,-44.7478,82.96,29,0,6.17,clear sky
466,Brae,GB,60.3964,-1.353,48.67,78,78,11.03,broken clouds
467,El Dorado,US,38.7666,-120.5177,62.38,48,3,1.99,clear sky
468,Bethanien,NA,-26.502,17.1583,68.58,12,0,9.98,clear sky
469,Tikrit,IQ,34.6071,43.6782,80.37,32,1,13.0,clear sky
470,Ricse,HU,48.3256,21.9707,60.15,61,72,3.56,broken clouds
471,Buluang,PH,13.3068,123.3425,75.72,92,99,3.42,overcast clouds
472,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,65,1,10.49,clear sky
473,Muli,MV,2.9167,73.5667,85.8,75,97,18.28,overcast clouds
474,Kloulklubed,PW,7.0419,134.2556,75.7,81,62,10.78,broken clouds
475,Nandgaon,IN,20.3167,74.65,88.63,30,37,17.47,scattered clouds
476,Sompeta,IN,18.9333,84.6,81.19,86,47,10.25,light rain
477,Aksay,RU,47.26,39.87,61.25,46,100,14.0,overcast clouds
478,Marystown,CA,47.1666,-55.1483,42.8,89,100,3.89,overcast clouds
479,Karatau,KZ,43.1667,70.4667,69.8,37,100,5.39,overcast clouds
480,Marrakesh,MA,31.6315,-8.0083,86.07,21,0,10.36,clear sky
481,Erzin,TR,36.9559,36.2,63.79,93,76,2.48,moderate rain
482,Wellington,NZ,-41.2866,174.7756,63.07,89,75,19.57,broken clouds
483,Surin,TH,14.8818,103.4936,78.01,98,95,13.27,light rain
484,Barra Do Garcas,BR,-15.89,-52.2567,93.78,31,20,2.3,few clouds
485,Zvishavane,ZW,-20.3267,30.0665,60.85,79,97,6.06,overcast clouds
486,Tortoli,IT,39.9256,9.6572,64.22,45,20,8.05,few clouds
487,Las Palmas,ES,28.4204,-14.0131,66.99,73,0,18.41,clear sky
488,Tazovskiy,RU,67.4667,78.7,16.23,93,66,9.91,broken clouds
489,Manggar,ID,-2.8833,108.2667,82.04,79,83,6.22,broken clouds
490,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,31.08,77,55,4.83,broken clouds
491,Hualmay,PE,-11.0964,-77.6139,70.03,75,18,7.65,few clouds
492,Beringovskiy,RU,63.05,179.3167,12.47,94,97,12.64,overcast clouds
493,Arraial Do Cabo,BR,-22.9661,-42.0278,85.96,65,0,16.11,clear sky
494,Athabasca,CA,54.7169,-113.2854,45.01,78,100,10.56,overcast clouds
495,Guadalajara,MX,20.6667,-103.3333,82.98,15,0,6.91,clear sky
496,Lerwick,GB,60.1545,-1.1494,48.2,84,84,11.97,broken clouds
497,Rio Gallegos,AR,-51.6226,-69.2181,46.45,57,0,5.75,clear sky
498,Khani,GE,41.9563,42.9566,45.97,99,100,2.91,overcast clouds
499,Izumo,JP,35.3667,132.7667,46.35,63,13,6.78,few clouds
500,Deputatskiy,RU,69.3,139.9,17.38,83,90,3.91,overcast clouds
501,Lovozero,RU,68.005,35.0117,26.49,85,96,1.1,overcast clouds
502,Lalin,ES,42.7167,-8.1167,58.82,54,4,8.12,clear sky
503,Santander,ES,43.4647,-3.8044,61.3,87,75,7.0,broken clouds
504,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,75,4.61,broken clouds
505,Francistown,BW,-21.17,27.5079,64.8,66,1,15.08,clear sky
506,Paamiut,GL,61.994,-49.6678,34.59,91,91,1.77,overcast clouds
507,Rafai,CF,4.95,23.9167,72.36,91,98,2.75,light rain
508,Mataundh,IN,25.45,80.15,96.89,14,2,6.31,clear sky
509,Afrikanda,RU,67.4429,32.7828,27.77,82,97,2.37,overcast clouds
510,Bac Lieu,VN,9.285,105.7244,82.76,79,99,6.26,overcast clouds
511,Birao,CF,10.2849,22.7882,91.8,10,78,4.94,broken clouds
512,Coahuayana,MX,18.7333,-103.6833,90.54,27,97,7.78,overcast clouds
513,Lima,PE,-12.0432,-77.0282,64.65,72,40,8.05,scattered clouds
514,La Brea,HN,15.8,-85.9667,87.31,70,75,0.0,broken clouds
515,San Patricio,US,28.017,-97.5169,88.52,57,74,16.8,broken clouds
516,Aswan,EG,24.0934,32.907,90.05,8,0,9.89,clear sky
517,Diego De Almagro,CL,-26.3667,-70.05,77.34,19,61,8.3,broken clouds
518,Mercedes,AR,-34.6515,-59.4307,66.63,41,0,7.2,clear sky
519,Prince Albert,CA,53.2001,-105.7677,39.15,65,100,10.36,overcast clouds
520,Porbandar,IN,21.6422,69.6093,84.16,83,0,12.06,clear sky
521,Antofagasta,CL,-23.65,-70.4,70.21,55,18,9.06,few clouds
522,Rincon,US,32.296,-81.2354,80.91,50,75,4.61,broken clouds
523,Magadan,RU,59.5667,150.8,31.69,81,9,2.91,clear sky
524,Adrar,MR,20.5022,-10.0711,97.16,6,0,3.31,clear sky
525,Dunedin,NZ,-45.8742,170.5036,56.8,92,27,3.47,scattered clouds
526,Arlit,NE,18.7369,7.3853,95.79,9,19,11.41,few clouds
527,Kaliyaganj,IN,25.6333,88.3167,79.84,73,61,3.67,broken clouds
528,Singarayakonda,IN,15.25,80.0333,83.89,81,22,12.39,few clouds
529,Gazanjyk,TM,39.2446,55.5154,66.33,71,98,12.12,overcast clouds
530,Hirara,JP,24.8,125.2833,68.65,83,100,20.56,light rain
531,Vung Tau,VN,10.346,107.0843,81.61,81,92,6.85,overcast clouds
532,Santa Isabel,BR,-23.3156,-46.2214,83.5,50,95,8.21,overcast clouds
533,Kawalu,ID,-7.3817,108.2082,73.06,97,99,0.83,overcast clouds
534,Kunigal,IN,13.0222,77.0267,77.02,54,66,6.33,broken clouds
535,Borskoye,RU,53.0333,51.7167,38.7,62,29,7.07,scattered clouds
536,Bilibino,RU,68.0546,166.4372,1.08,93,87,3.15,overcast clouds
537,Kita,ML,13.0349,-9.4895,101.14,19,41,2.17,scattered clouds
538,Miyako,JP,39.6367,141.9525,43.66,92,81,4.83,broken clouds
539,Panaba,MX,21.2833,-88.2667,94.1,34,2,7.54,clear sky
540,Carutapera,BR,-1.195,-46.02,83.8,71,42,5.57,scattered clouds
541,Ilheus,BR,-14.7889,-39.0494,82.22,69,40,6.91,scattered clouds
542,Erenhot,CN,43.6475,111.9767,53.51,44,45,2.17,scattered clouds
543,Antanifotsy,MG,-19.65,47.3167,56.14,91,10,2.21,clear sky
544,Miramar,US,25.9873,-80.2323,85.01,61,20,13.8,few clouds
545,Makakilo City,US,21.3469,-158.0858,73.72,73,40,8.05,light rain
546,Bansang,GM,13.4333,-14.65,105.31,12,30,4.21,scattered clouds
547,Rio Grande,BR,-32.035,-52.0986,73.51,62,27,8.86,scattered clouds
548,Koumra,TD,8.9126,17.5539,90.12,38,71,3.11,broken clouds
549,Pangody,RU,65.85,74.4859,24.03,93,100,6.06,overcast clouds
550,Mandalgovi,MN,45.7625,106.2708,50.99,26,21,3.94,few clouds
551,Tigil,RU,57.8,158.6667,27.9,93,100,3.69,overcast clouds
552,Owando,CG,-0.4819,15.8999,79.16,67,100,2.1,overcast clouds
553,Boda,CF,4.3189,17.4695,76.33,66,87,3.44,overcast clouds
554,Surgut,RU,61.25,73.4167,33.98,60,0,4.47,clear sky
555,Tromso,NO,69.6496,18.957,36.37,86,75,6.91,broken clouds
556,Wuxue,CN,29.8506,115.5525,55.98,71,100,3.65,overcast clouds
557,Saint-Leu,RE,-21.15,55.2833,76.06,81,13,4.94,few clouds
558,Harper,LR,4.375,-7.7169,82.94,76,98,8.08,light rain
559,Shingu,JP,33.7333,135.9833,48.96,80,100,7.18,overcast clouds
560,Camacari,BR,-12.6975,-38.3242,83.97,64,100,7.25,overcast clouds
561,Galesong,ID,-5.3166,119.3661,77.02,80,70,7.27,broken clouds
562,Canton,CN,23.1167,113.25,58.95,83,100,13.02,overcast clouds
563,Kysyl-Syr,RU,63.8986,122.7617,20.98,87,100,14.03,light snow
564,Esmeralda,CU,21.8525,-78.1169,84.9,52,32,13.15,scattered clouds
565,Chapais,CA,49.7834,-74.8492,51.58,64,28,6.64,scattered clouds
566,Nouakchott,MR,18.0858,-15.9785,78.73,68,0,13.8,clear sky
567,Goure,NE,13.9835,10.2704,95.74,17,44,7.23,scattered clouds
568,Nordhorn,DE,52.4333,7.0833,57.65,65,100,5.7,overcast clouds
569,Guerrero Negro,MX,27.9769,-114.0611,68.02,58,7,10.76,clear sky
570,Kalemie,CD,-5.9475,29.1947,71.58,85,85,4.41,moderate rain
571,Haverfordwest,GB,51.8017,-4.9691,54.05,88,100,4.0,overcast clouds
572,Khasan,RU,42.4308,130.6434,40.42,69,46,6.08,light rain
573,Meadow Lake,US,34.8014,-106.5436,77.68,12,3,17.25,clear sky
574,Awjilah,LY,29.1081,21.2869,91.92,18,97,18.79,overcast clouds
575,Hami,CN,42.8,93.45,63.99,11,5,6.93,clear sky
576,Beloha,MG,-25.1667,45.05,67.75,85,9,4.74,clear sky
577,Pathein,MM,16.7833,94.7333,80.78,75,40,5.21,scattered clouds
578,Hobyo,SO,5.3505,48.5268,85.75,71,100,16.46,overcast clouds
579,Marawi,PH,7.9986,124.2928,69.55,95,94,0.69,overcast clouds
580,Nobeoka,JP,32.5833,131.6667,53.85,71,100,6.22,overcast clouds
581,Prado,BR,-17.3411,-39.2208,80.91,62,1,6.73,clear sky
582,Vichy,FR,46.25,3.5833,63.5,61,79,3.8,broken clouds
583,Encruzilhada Do Sul,BR,-30.5439,-52.5219,56.73,94,92,2.3,overcast clouds
584,Cascais,PT,38.6979,-9.4215,66.47,59,20,24.0,few clouds
585,Torrevieja,ES,37.9787,-0.6822,75.6,71,62,3.0,broken clouds
586,Elizabeth City,US,36.2946,-76.2511,78.06,64,40,6.29,scattered clouds
587,Cabra,ES,37.4725,-4.4421,72.99,45,64,9.98,broken clouds
588,Berdigestyakh,RU,62.0989,126.6992,32.86,87,100,9.66,overcast clouds
589,Muroto,JP,33.2833,134.15,58.95,68,100,2.84,overcast clouds
590,Solnechnyy,RU,50.7214,136.6319,27.21,96,59,3.96,broken clouds
591,Beboto,TD,8.2668,16.939,87.17,41,94,5.01,overcast clouds
592,Port Lincoln,AU,-34.7333,135.8667,58.78,89,0,8.43,clear sky
593,Bayana,IN,26.9,77.2833,93.27,18,71,6.35,broken clouds
594,Egvekinot,RU,66.3167,-179.1667,5.34,82,17,9.37,few clouds
595,Kathmandu,NP,27.7167,85.3167,66.42,82,20,3.44,few clouds
596,Maceio,BR,-9.6658,-35.7353,85.44,65,75,14.97,broken clouds
597,Shirgaon,IN,19.7,72.7,83.41,81,0,8.59,clear sky
598,Broome,US,42.2506,-75.833,70.02,27,0,8.05,clear sky
599,Turukhansk,RU,65.8167,87.9833,29.07,82,100,17.36,overcast clouds
600,Tomohon,ID,1.3346,124.8392,68.94,93,94,2.08,overcast clouds
601,Taos,US,36.4072,-105.5731,71.98,13,0,18.41,clear sky
602,Visby,SE,57.6409,18.296,48.42,49,0,3.44,clear sky
603,Clyde River,CA,70.4692,-68.5914,14.23,85,100,13.8,light snow
604,Ilhabela,BR,-23.7781,-45.3581,81.05,64,78,5.08,broken clouds
605,Bayir,TR,37.2687,28.2167,63.12,63,16,4.76,few clouds
606,Kozlovka,RU,55.8428,48.2492,37.51,65,49,7.61,scattered clouds
607,Kefamenanu,ID,-9.4467,124.4781,71.19,95,59,4.18,broken clouds
608,Muisne,EC,0.6,-80.0333,80.71,72,98,8.37,overcast clouds
609,Thunder Bay,CA,48.4001,-89.3168,38.28,93,100,18.41,overcast clouds
610,Coquimbo,CL,-29.9533,-71.3436,58.73,82,75,12.66,broken clouds
611,Dawei,MM,14.0833,98.2,77.18,91,100,2.59,overcast clouds
612,Colombia,CU,20.9881,-77.4297,93.25,36,8,9.98,clear sky
613,San Ramon,US,37.7799,-121.978,65.91,57,0,9.22,clear sky
614,Kaele,CM,10.1092,14.4508,99.14,21,39,5.19,scattered clouds
615,Sorong,ID,-0.8833,131.25,79.59,85,65,6.55,broken clouds
616,Luganville,VU,-15.5333,167.1667,78.22,82,100,1.88,light rain
617,Micheweni,TZ,-4.9667,39.8333,79.12,85,75,15.39,light rain
618,Lethem,GY,3.3803,-59.7968,95.13,31,56,12.26,broken clouds
619,Thinadhoo,MV,0.5333,72.9333,85.96,71,57,16.13,broken clouds
620,Ashland,US,40.8167,-82.2665,72.14,93,100,12.88,overcast clouds
621,Berger,NO,59.545,10.3714,56.95,48,88,9.53,overcast clouds
622,Antigonish,CA,45.6169,-61.9986,39.81,91,100,11.01,overcast clouds
623,Vangaindrano,MG,-23.35,47.6,71.29,86,0,2.3,clear sky
624,Keith,GB,57.5363,-2.9481,60.04,71,94,3.98,overcast clouds
625,Aberdeen,GB,57.1437,-2.0981,61.66,85,75,12.66,broken clouds
626,Khandyga,RU,62.6667,135.6,28.89,93,100,4.94,overcast clouds
627,Bafq,IR,31.6128,55.4107,78.67,25,6,2.75,clear sky
628,Sherbakul,RU,54.6316,72.3963,45.73,56,92,13.67,overcast clouds
629,Santo Antonio De Jesus,BR,-12.9689,-39.2614,79.63,67,100,6.49,overcast clouds
630,Acapulco,MX,16.8634,-99.8901,85.82,54,0,8.05,clear sky
631,Lasa,IT,46.6166,10.7002,54.48,90,100,3.96,overcast clouds
632,Klaksvik,FO,62.2266,-6.589,49.12,85,80,13.98,broken clouds
633,Sekondi,GH,4.937,-1.7128,82.06,78,89,9.42,overcast clouds
634,Gemena,CD,3.25,19.7667,77.95,69,85,3.18,overcast clouds
635,Murray Bridge,AU,-35.1167,139.2667,59.13,83,44,4.14,scattered clouds
636,Praya,CV,14.9215,-23.5087,82.94,51,20,16.11,few clouds
637,Gualeguay,AR,-33.1416,-59.3097,65.75,39,0,6.82,clear sky
638,Two Rivers,US,44.1539,-87.5693,52.29,91,100,10.36,overcast clouds
639,Bam,IR,29.106,58.357,76.53,30,62,4.97,broken clouds
640,Koumac,NC,-20.5667,164.2833,74.7,85,9,2.8,clear sky
641,Hadejia,NG,12.4498,10.0444,95.63,19,50,6.55,scattered clouds
642,Loralai,PK,30.3705,68.598,81.23,11,61,6.55,broken clouds
643,Pukhrayan,IN,26.2333,79.85,93.88,16,28,2.13,scattered clouds
644,Catuday,PH,16.2923,119.8062,80.62,72,98,3.53,overcast clouds
645,Porto Seguro,BR,-16.4497,-39.0647,82.92,69,40,6.91,scattered clouds
646,Pleasanton,US,37.6624,-121.8747,66.61,52,0,9.22,clear sky
647,Andilamena,MG,-17.0167,48.5833,65.53,97,59,4.5,broken clouds
648,Pachino,IT,36.7186,15.0907,60.73,75,91,11.25,overcast clouds
649,Lisakovsk,KZ,52.5369,62.4936,45.73,80,17,3.83,few clouds
650,Carbondale,US,37.7273,-89.2168,71.89,43,0,14.97,clear sky
651,Uspantan,GT,15.3833,-90.8333,66.79,41,100,5.32,overcast clouds
652,Tiznit,MA,29.5833,-9.5,72.46,33,0,8.3,clear sky
653,Dire,ML,12.2833,-10.9667,101.7,20,53,4.16,broken clouds
654,Gilgit,PK,35.9221,74.3087,73.8,38,32,2.44,scattered clouds
655,Jumla,NP,29.2747,82.1838,52.02,85,82,2.68,broken clouds
656,Swan Hill,AU,-35.3378,143.5544,56.82,67,50,4.5,scattered clouds
657,Praia,CV,14.9215,-23.5087,82.94,51,20,16.11,few clouds
658,Mustafakemalpasa,TR,40.0353,28.4117,55.45,85,52,4.68,broken clouds
659,Biu,NG,10.6129,12.1946,89.49,33,85,8.52,overcast clouds
660,Staryy Nadym,RU,65.6118,72.6842,22.64,92,100,3.18,overcast clouds
661,Xique-Xique,BR,-10.8218,-42.7263,89.55,38,42,5.64,scattered clouds
662,Almaznyy,RU,48.0448,40.045,48.49,56,92,11.39,overcast clouds
663,Waddan,LY,29.1614,16.139,84.94,13,0,18.01,clear sky
664,Nikolayevsk-Na-Amure,RU,53.1406,140.73,27.05,98,100,0.81,overcast clouds
665,Ouadda,CF,8.0777,22.4007,78.26,54,98,4.61,overcast clouds
666,Tshela,CD,-4.9833,12.9333,74.82,98,99,3.22,light rain
667,Entre Rios,BR,-11.9419,-38.0844,82.2,59,95,8.28,overcast clouds
668,Mahbubabad,IN,17.6167,80.0167,86.83,61,22,12.46,few clouds
669,Tura,IN,25.5198,90.2201,69.39,96,53,3.76,broken clouds
670,Roanoke Rapids,US,36.4615,-77.6542,81.01,69,0,8.05,clear sky
671,Boyolangu,ID,-8.1181,111.8935,76.26,91,67,0.67,light rain
672,Orebro,SE,59.2741,15.2066,57.38,28,75,6.91,broken clouds
673,Mantua,IT,45.1667,10.7833,67.24,68,59,13.0,light rain
674,Lata,PT,40.1629,-8.3327,61.07,68,24,11.12,few clouds
675,Seoul,KR,37.5683,126.9778,51.24,90,0,1.14,clear sky
676,Zalantun,CN,48.0,122.7167,37.15,76,10,3.29,clear sky
677,Kosh-Agach,RU,50.0,88.6667,45.43,41,95,2.77,overcast clouds
678,Moranbah,AU,-22.0016,148.0466,65.28,91,8,9.95,clear sky
679,Santa Rosa,PH,14.3122,121.1114,84.18,73,100,5.35,overcast clouds
680,Salinopolis,BR,-0.6136,-47.3561,81.59,76,82,7.49,broken clouds
681,Bichena,ET,10.45,38.2,68.36,39,54,1.12,broken clouds
682,Aasiaat,GL,68.7098,-52.8699,20.82,67,15,7.56,few clouds
683,Okha,RU,53.5739,142.9478,27.84,96,63,4.29,broken clouds
684,Laguna,US,38.421,-121.4238,69.06,52,0,13.8,clear sky
685,Marsh Harbour,BS,26.5412,-77.0636,75.9,72,38,16.58,light rain
686,Kholtoson,RU,50.2981,103.3097,46.58,35,93,2.62,overcast clouds
687,Sisimiut,GL,66.9395,-53.6735,30.09,57,54,5.48,broken clouds
688,Dubuque,US,42.4833,-90.8668,46.85,73,100,20.71,overcast clouds
689,Rocha,UY,-34.4833,-54.3333,61.48,54,3,13.13,clear sky
690,Duzce,TR,40.8389,31.1639,52.43,94,74,1.79,broken clouds
691,Ossora,RU,59.2353,163.0719,25.72,89,74,3.67,broken clouds
692,Maseru,LS,-29.3167,27.4833,52.54,49,0,2.1,clear sky
693,Talaya,RU,61.3833,152.75,8.29,96,37,3.71,scattered clouds
694,Angoram,PG,-4.0625,144.0661,73.74,98,69,2.17,broken clouds
695,Franconia,US,38.7821,-77.1464,69.93,59,100,10.36,overcast clouds
696,Isiro,CD,2.7739,27.616,68.34,94,78,2.06,light rain
697,Atasu,KZ,48.6814,71.6433,65.95,36,97,8.1,overcast clouds
698,Notse,TG,6.95,1.1667,73.04,91,93,4.97,moderate rain
699,Parati,BR,-23.2178,-44.7131,84.42,60,66,2.21,broken clouds
